Player,Nation,Pos,Squad,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks
Trézéguet,eg EGY,FW,Aston Villa,26,1994,0.1,6,6,0,0,0,0,0,0,0,0,0,0,5,0,1,0,6,0,0,0,6,0,0,0,0
Francisco Trincão,pt POR,FWMF,Wolves,21,1999,14.8,458,434,24,6,1,92,15,24,14,2,8,0,336,48,74,392,39,18,3,3,353,1,2,19,20
Kieran Trippier,eng ENG,DF,Newcastle Utd,30,1990,4.8,276,191,85,17,0,35,18,11,15,3,6,5,104,63,109,12,186,16,53,1,190,0,6,8,9
William Troost-Ekong,ng NGA,DF,Watford,27,1993,15.4,557,542,15,13,0,57,29,1,0,0,0,0,356,41,160,63,440,34,2,1,440,1,13,11,6
Leandro Trossard,be BEL,FWMF,Brighton,26,1994,31.2,1188,1145,43,10,5,243,58,62,7,2,3,0,827,175,186,223,921,22,9,5,918,5,11,50,55
Kostas Tsimikas,gr GRE,DF,Liverpool,25,1996,9.7,698,565,133,12,0,65,35,57,44,7,32,3,392,137,169,483,113,20,77,0,512,1,5,27,33
Axel Tuanzebe,eng ENG,DF,Aston Villa,23,1997,5.6,227,221,6,6,0,22,7,1,0,0,0,0,177,22,28,17,191,15,0,1,197,0,4,4,1
Ozan Tufan,tr TUR,MF,Watford,26,1995,3.7,122,112,10,3,0,30,2,3,5,1,2,0,75,23,24,14,96,9,0,0,85,0,1,5,12
Christos Tzolis,gr GRE,FWMF,Norwich City,19,2002,3.7,102,101,1,0,0,43,3,9,1,1,0,0,71,21,10,22,70,6,0,1,75,0,5,1,7
Yan Valery,fr FRA,DF,Southampton,22,1999,4.1,155,140,15,3,0,24,2,2,0,0,0,0,96,23,36,5,123,7,12,2,108,0,6,9,6
Virgil van Dijk,nl NED,DF,Liverpool,30,1991,34,2520,2449,71,64,0,217,89,0,0,0,0,0,1977,185,358,370,1906,138,7,11,2287,2,23,24,10
Raphaël Varane,fr FRA,DF,Manchester Utd,28,1993,20.3,1096,1054,42,39,0,106,42,0,0,0,0,0,845,86,165,437,563,51,3,1,986,1,14,13,7
Jamie Vardy,eng ENG,FW,Leicester City,34,1987,20.1,266,230,36,0,1,59,3,17,0,0,0,0,183,53,30,55,170,16,0,5,192,2,4,14,14
Joël Veltman,nl NED,DF,Brighton,29,1992,31.9,1842,1564,278,37,3,197,25,30,0,0,0,0,1115,286,441,263,1189,95,240,8,1440,4,44,63,47
Jannik Vestergaard,dk DEN,DF,Leicester City,28,1992,6.3,357,346,11,11,0,35,17,0,0,0,0,0,293,19,45,100,244,7,0,0,328,0,3,8,5
Nikola Vlašić,hr CRO,FWMF,West Ham,23,1997,6.2,220,219,1,1,0,69,7,15,0,0,0,0,164,30,26,57,150,5,0,3,170,0,6,11,7
Matěj Vydra,cz CZE,FW,Burnley,29,1992,7.5,112,112,0,0,0,31,0,3,0,0,0,0,60,37,15,16,55,16,0,10,76,1,3,9,3
Theo Walcott,eng ENG,MFFW,Southampton,32,1989,4.2,86,85,1,0,0,13,0,4,0,0,0,0,54,16,16,7,69,6,1,1,61,0,2,1,7
Kyle Walker,eng ENG,DF,Manchester City,31,1990,19.5,1647,1497,150,22,3,118,54,28,0,0,0,0,1252,208,187,39,1406,53,128,4,1465,7,14,24,28
Kyle Walker-Peters,eng ENG,DF,Southampton,24,1997,29.3,1359,1114,245,15,3,219,11,33,0,0,0,0,863,225,271,123,936,50,230,3,1071,2,19,45,53
Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,23,1997,19.9,1113,933,180,11,0,140,20,22,0,0,0,0,784,230,99,70,838,24,169,0,929,2,10,51,36
Danny Ward,wls WAL,GK,Leicester City,28,1993,1,34,25,9,2,0,1,0,0,0,0,0,0,25,2,7,3,23,0,0,8,30,0,0,0,0
Joel Ward,eng ENG,DF,Crystal Palace,31,1989,27.6,1717,1423,294,38,2,210,32,30,3,0,0,3,1020,321,376,130,1215,69,253,7,1374,4,44,54,37
James Ward-Prowse,eng ENG,MF,Southampton,26,1994,35.7,2132,1803,329,106,1,253,116,68,212,101,96,2,1394,187,551,149,1842,110,3,2,1671,4,29,37,31
Ollie Watkins,eng ENG,FW,Aston Villa,25,1995,32.8,689,657,32,1,5,189,6,23,0,0,0,0,460,132,97,80,486,40,6,10,493,2,10,31,25
Adam Webster,eng ENG,DF,Brighton,26,1995,15.9,1137,1106,31,17,0,137,35,4,0,0,0,0,819,92,226,232,781,59,14,6,935,1,21,27,15
Wout Weghorst,nl NED,FW,Burnley,28,1992,16.1,432,424,8,0,2,136,5,8,0,0,0,0,239,112,81,25,293,40,1,22,288,2,3,32,26
Danny Welbeck,eng ENG,FW,Brighton,30,1990,16.4,284,281,3,0,0,81,1,6,0,0,0,0,203,41,40,22,214,11,1,6,227,1,1,12,9
Timo Werner,de GER,FWMF,Chelsea,25,1996,14.3,399,384,15,0,0,75,2,28,1,0,0,0,316,59,24,57,316,12,5,2,302,1,5,12,26
Ashley Westwood,eng ENG,MF,Burnley,31,1990,25.4,1226,1057,169,52,3,148,70,37,70,62,3,1,649,166,411,69,1099,40,4,5,859,14,20,42,29
Ben White,eng ENG,DF,Arsenal,23,1997,32,1793,1730,63,41,2,193,41,4,0,0,0,0,1361,144,288,171,1464,95,22,2,1538,4,32,36,19
Brandon Williams,eng ENG,DF,Norwich City,20,2000,23.6,1115,918,197,22,3,154,19,18,1,1,0,0,733,174,208,232,655,41,174,2,901,6,15,52,17
Neco Williams,wls WAL,DF,Liverpool,20,2001,0.1,8,7,1,0,0,2,0,1,0,0,0,0,6,2,0,0,7,0,1,0,8,0,0,0,0
Joe Willock,eng ENG,MF,Newcastle Utd,21,1999,22.6,542,522,20,2,0,117,9,13,0,0,0,0,417,72,53,65,436,20,4,3,438,1,9,14,15
Callum Wilson,eng ENG,FW,Newcastle Utd,29,1992,15.4,176,156,20,1,0,64,1,5,0,0,0,0,106,43,27,17,114,16,2,9,123,1,2,5,9
Harry Winks,eng ENG,MF,Tottenham,25,1996,10.1,662,630,32,20,6,84,19,9,9,3,4,0,537,43,82,65,581,11,0,0,573,2,6,23,6
Yoane Wissa,cd COD,FWMF,Brentford,24,1996,14.3,279,273,6,3,0,58,3,12,0,0,0,0,191,44,44,29,207,23,1,3,190,1,4,15,16
Chris Wood,nz NZL,FW,Newcastle Utd,29,1991,14.7,320,315,5,0,1,163,1,2,0,0,0,0,109,109,102,35,105,42,0,17,179,2,12,11,12
Chris Wood,nz NZL,FW,Burnley,29,1991,15.2,308,300,8,0,0,145,2,5,1,1,0,0,129,88,91,30,138,42,0,5,182,1,7,12,17
Freddie Woodman,eng ENG,GK,Newcastle Utd,24,1997,4,123,74,49,6,0,3,4,0,0,0,0,0,52,3,68,10,97,0,0,11,74,2,5,1,0
Granit Xhaka,ch SUI,MFDF,Arsenal,28,1992,25.9,1548,1491,57,36,3,193,52,18,0,0,0,0,1159,200,189,1216,203,71,18,11,1346,1,9,45,28
Andriy Yarmolenko,ua UKR,FW,West Ham,31,1989,3.5,107,105,2,0,0,18,2,5,0,0,0,0,78,10,19,59,41,3,0,1,79,1,1,2,6
Ashley Young,eng ENG,DFFW,Aston Villa,36,1985,13.9,627,529,98,15,1,81,22,29,4,1,2,0,367,120,140,117,402,23,75,3,481,3,16,15,23
Nathan Young-Coombes,eng ENG,FW,Brentford,18,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilfried Zaha,ci CIV,FW,Crystal Palace,28,1992,30.7,965,937,28,6,1,225,14,49,2,0,0,0,776,98,91,96,812,19,16,8,749,3,8,53,43
Christoph Zimmermann,de GER,DF,Norwich City,28,1993,1.7,66,63,3,3,0,9,1,0,0,0,0,0,46,4,16,14,48,4,0,0,48,0,2,4,3
Oleksandr Zinchenko,ua UKR,DF,Manchester City,24,1996,11.6,1061,977,84,10,2,91,14,28,5,0,2,0,821,119,121,868,74,31,69,4,947,2,3,28,23
Hakim Ziyech,ma MAR,FWMF,Chelsea,28,1993,14.7,737,678,59,11,3,96,23,65,32,10,20,1,514,73,150,613,85,12,16,1,543,5,14,29,29
Kurt Zouma,fr FRA,DF,West Ham,26,1994,23.1,950,925,25,22,1,69,23,2,0,0,0,0,748,61,141,160,708,52,1,1,845,0,18,4,2
