Player,Nation,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off
Yan Valery,fr FRA,DF,Southampton,22,1999,5,370,74,10.8,4.1,3,90,3,2,50,29,0.8,2,7,-5,-1.22,-0.66,3.1,8.1,-5.1,-1.23,-1.03
Virgil van Dijk,nl NED,DF,Liverpool,30,1991,34,3060,90,89.5,34,34,90,34,0,,1,2.41,84,21,63,1.85,0.6,80.5,29,51.5,1.52,0.56
Raphaël Varane,fr FRA,DF,Manchester Utd,28,1993,22,1831,83,53.5,20.3,20,90,20,2,16,2,1.73,30,22,8,0.39,0.85,30.9,25.6,5.3,0.26,0.54
Jamie Vardy,eng ENG,FW,Leicester City,34,1987,25,1806,72,52.8,20.1,20,85,15,5,23,2,1.56,37,27,10,0.5,0.89,28.5,34,-5.5,-0.28,-0.02
Joël Veltman,nl NED,DF,Brighton,29,1992,34,2874,85,84,31.9,33,86,26,1,45,1,1.24,31,39,-8,-0.25,-1.24,40.2,39.7,0.5,0.02,0.01
Jannik Vestergaard,dk DEN,DF,Leicester City,28,1992,10,567,57,16.6,6.3,6,85,5,4,14,15,1.2,12,16,-4,-0.63,-0.86,12,13.4,-1.4,-0.22,0.06
Nikola Vlašić,hr CRO,FWMF,West Ham,23,1997,19,560,29,16.4,6.2,6,62,0,13,14,13,1.37,7,10,-3,-0.48,-0.86,7.5,11.3,-3.7,-0.6,-0.68
Matěj Vydra,cz CZE,FW,Burnley,29,1992,22,679,31,19.9,7.5,5,71,1,17,19,0,1.14,7,7,0,0,0.62,9.3,10.7,-1.3,-0.18,0.36
Theo Walcott,eng ENG,MFFW,Southampton,32,1989,9,379,42,11.1,4.2,5,66,0,4,12,14,1.33,7,8,-1,-0.24,0.44,4.2,6.4,-2.2,-0.51,-0.23
Kyle Walker,eng ENG,DF,Manchester City,31,1990,20,1755,88,51.3,19.5,20,88,19,0,,7,2.2,42,14,28,1.44,-1,43.6,13.3,30.2,1.55,-0.13
Kyle Walker-Peters,eng ENG,DF,Southampton,24,1997,32,2633,82,77,29.3,29,89,27,3,16,5,1,33,49,-16,-0.55,0.37,36,45,-9,-0.31,0.02
Sam Waller,eng ENG,GK,Burnley,17,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,23,1997,20,1793,90,52.4,19.9,20,90,19,0,,10,1.25,29,35,-6,-0.3,-0.63,27.3,31.2,-4,-0.2,-0.43
Danny Ward,wls WAL,GK,Leicester City,28,1993,1,90,90,2.6,1,1,90,1,0,,31,3,5,1,4,4,4.03,2.3,1.4,0.9,0.92,1.22
Joel Ward,eng ENG,DF,Crystal Palace,31,1989,28,2487,89,72.7,27.6,27,90,27,1,57,5,1.29,37,37,0,0,-0.39,34.3,30.8,3.6,0.13,-0.02
James Ward-Prowse,eng ENG,MF,Southampton,26,1994,36,3215,89,94,35.7,36,89,34,0,,0,1,40,63,-23,-0.64,-0.2,42.8,55.7,-12.9,-0.36,-0.79
Ollie Watkins,eng ENG,FW,Aston Villa,25,1995,35,2952,84,86.3,32.8,33,88,28,2,23,0,1.2,46,48,-2,-0.06,-0.06,38.2,44.3,-6.1,-0.19,-0.44
Adam Webster,eng ENG,DF,Brighton,26,1995,22,1434,65,41.9,15.9,16,81,13,6,22,4,1.73,21,20,1,0.06,0.2,18.4,17.9,0.5,0.03,0.03
Wout Weghorst,nl NED,FW,Burnley,28,1992,20,1450,73,42.4,16.1,17,81,7,3,26,0,1.15,14,20,-6,-0.37,0.22,17,23.7,-6.7,-0.42,0.09
Danny Welbeck,eng ENG,FW,Brighton,30,1990,25,1478,59,43.2,16.4,15,80,8,10,28,1,1.4,24,16,8,0.49,0.95,21.2,17.4,3.8,0.23,0.39
Reece Welch,eng ENG,DF,Everton,17,2003,0,,,,,0,,0,0,,6,,,,,,,,,,,
Timo Werner,de GER,FWMF,Chelsea,25,1996,21,1283,61,37.5,14.3,15,80,7,6,13,7,1.9,26,17,9,0.63,-0.8,24.8,16.9,7.8,0.55,-0.44
Ashley Westwood,eng ENG,MF,Burnley,31,1990,27,2287,85,66.9,25.4,26,87,23,1,31,0,0.67,20,40,-20,-0.79,-0.87,24.1,39,-14.8,-0.58,-0.35
Charlie Whitaker,eng ENG,MF,Everton,17,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
Ben White,eng ENG,DF,Arsenal,23,1997,32,2880,90,84.2,32,32,90,32,0,,2,1.88,52,35,17,0.53,1.2,52.2,35.1,17.1,0.54,1.25
Harvey White,eng ENG,MF,Tottenham,19,2001,0,,,,,0,,0,0,,19,,,,,,,,,,,
Joe White,eng ENG,MF,Newcastle Utd,18,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,
Brandon Williams,eng ENG,DF,Manchester Utd,20,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,
Brandon Williams,eng ENG,DF,Norwich City,20,2000,26,2120,82,62,23.6,23,88,19,3,32,6,0.69,16,52,-36,-1.53,0.2,20,48.8,-28.8,-1.22,-0.2
Neco Williams,wls WAL,DF,Liverpool,20,2001,1,8,8,0.2,0.1,0,,0,1,8,12,3,1,0,1,11.25,9.48,0.6,0.4,0.2,2.52,1.06
Rhys Williams,eng ENG,DF,Liverpool,20,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,
Joe Willock,eng ENG,MF,Newcastle Utd,21,1999,29,2038,70,59.6,22.6,24,81,9,5,18,2,1.28,26,36,-10,-0.44,0.08,24.2,32,-7.8,-0.35,0.13
Callum Wilson,eng ENG,FW,Newcastle Utd,29,1992,18,1386,77,40.5,15.4,16,84,11,2,18,0,0.83,16,32,-16,-1.04,-0.95,13.1,26.7,-13.6,-0.88,-0.81
Josh Wilson-Esbrand,eng ENG,DF,Manchester City,18,2002,0,,,,,0,,0,0,,6,,,,,,,,,,,
Harry Winks,eng ENG,MF,Tottenham,25,1996,19,912,48,26.7,10.1,9,84,6,10,15,16,1.58,15,15,0,0,-1.04,18.7,13.2,5.5,0.55,-0.18
Yoane Wissa,cd COD,FWMF,Brentford,24,1996,30,1284,43,37.5,14.3,12,78,5,18,19,3,1.3,20,22,-2,-0.14,0.11,17.6,17.1,0.5,0.03,0.12
Chris Wood,nz NZL,FW,Newcastle Utd,29,1991,17,1327,78,38.8,14.7,15,86,12,2,22,1,1.88,17,15,2,0.14,1,16.5,15.5,1,0.07,0.77
Chris Wood,nz NZL,FW,Burnley,29,1991,17,1367,80,40,15.2,17,80,6,0,,0,0.65,15,26,-11,-0.72,-0.37,14.2,23.4,-9.3,-0.61,-0.24
Ben Woodburn,wls WAL,FWMF,Liverpool,21,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,
Freddie Woodman,eng ENG,GK,Newcastle Utd,24,1997,4,360,90,10.5,4,4,90,4,0,,1,0.25,5,12,-7,-1.75,-1.43,4.3,9.1,-4.8,-1.21,-0.91
Granit Xhaka,ch SUI,MFDF,Arsenal,28,1992,27,2327,86,68,25.9,27,86,23,0,,0,1.78,46,35,11,0.43,0.26,43.1,31.5,11.6,0.45,0.35
Andriy Yarmolenko,ua UKR,FW,West Ham,31,1989,19,316,17,9.2,3.5,1,72,0,18,14,16,1.42,3,4,-1,-0.28,-0.57,5.4,5.9,-0.6,-0.16,-0.15
Ashley Young,eng ENG,DFFW,Aston Villa,36,1985,24,1250,52,36.5,13.9,10,83,6,14,30,12,1.38,19,19,0,0,0.08,14.8,16.9,-2,-0.15,-0.03
Nathan Young-Coombes,eng ENG,FW,Brentford,18,2003,1,4,4,0.1,0,0,,0,1,4,7,3,0,0,0,0,0.21,0,0,0,-0.58,-0.54
Wilfried Zaha,ci CIV,FW,Crystal Palace,28,1992,33,2760,84,80.7,30.7,31,87,28,2,26,0,1.3,38,33,5,0.16,0.3,35.8,30.6,5.1,0.17,0.16
Andi Zeqiri,ch SUI,FW,Brighton,22,1999,0,,,,,0,,0,0,,3,,,,,,,,,,,
Christoph Zimmermann,de GER,DF,Norwich City,28,1993,3,157,52,4.6,1.7,2,51,0,1,55,10,0,0,8,-8,-4.59,-3.12,0.9,5.5,-4.6,-2.66,-1.58
Oleksandr Zinchenko,ua UKR,DF,Manchester City,24,1996,15,1047,70,30.6,11.6,10,90,10,5,29,17,2.67,49,9,40,3.44,2.19,36.9,8.9,28,2.41,1.14
Hakim Ziyech,ma MAR,FWMF,Chelsea,28,1993,23,1319,57,38.6,14.7,14,82,8,9,19,13,1.91,22,12,10,0.68,-0.73,24.4,11.5,12.9,0.88,0.09
Kurt Zouma,fr FRA,DF,Chelsea,26,1994,0,,,,,0,,0,0,,2,,,,,,,,,,,
Kurt Zouma,fr FRA,DF,West Ham,26,1994,24,2078,87,60.8,23.1,24,87,22,0,,1,1.5,33,29,4,0.17,-0.16,27.4,29.4,-1.9,-0.08,-0.14
